event_id_cnty,notes,gold_label,gold_label_full,actor_norm
CAO4215,"Defusal: On 14 December 2020, the military forces retrieved and successfully defused 6 IEDs planted by suspected Ambazonian separatists along a main road in Kembong village (Manyu, Sud-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO4974,"On 23 January 2021, the military forces raided Maumu locality, Ekona town, Muyuka subdivision (Koupe-Manengouba, Sud-Ouest), firing shots in the air. No fatality and/or casualty reported.",V,Violence against civilians,State forces (Cameroon)
CAO2851,"On 17 January 2020, the military forces engaged in fire fight with Ambazonian separatists in the village of Bali-Nyonga, in Bali subdivision (Bamboutos, Ouest). One person was killed, and several houses were reportedly burnt by the military.",B,Battles,State forces (Cameroon)
CAO15726,"Other: On 29 September 2024, security forces (coded as the military forces) fired multiple warning gunshots at a truck that had escaped a formal security check at the Mile 4 junction in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). There were no fatalities.",S,Strategic developments,State forces (Cameroon)
CAO12625,"On 30 July 2021, men in military attire, suspected to be members of the military, shot and killed a university student in front of his hostel in Bambili (Tubah, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO9263,"On 12 September 2022, state forces, coded as military, clashed with Ambazonian Separatists in Tinto (Manyu, Sud-Ouest). The clash occurred because Ambazonian Separatists attacked a state forces member who was in civilian attire. 2 militants were killed and 1 soldier injured.",B,Battles,State forces (Cameroon)
CAO7171,"On 15 March 2023, police officers attacked university students in Buea (Buea, Fako, Sud-Ouest). A student was tortured to death. The police dressed in civilian clothes had arrested the two students from a hotel. The whereabouts of the other student is not known. They were suspects in the Race of Hope marathon explosion.",V,Violence against civilians,State forces (Cameroon)
CAO11086,"On 27 November 2023, the army's Rapid Intervention Battalion ambushed Ambazonian Separatists resulting in a gunfight in Kudtansi village, Bali subdivision (Bali, Mezam, Nord-Ouest), coded to Bali. As a result, one officer was killed and one injured.",B,Battles,State forces (Cameroon)
CAO14932,"On 16 September 2024, the military forces clashed with the Ambazonian Separatists in Kedjom Ketinguh (Tubah, Mezam, Nord-Ouest). 1 civilian woman was killed.",B,Battles,State forces (Cameroon)
CAO15184,"On 9 August 2024, security forces, coded as the military forces, ambushed and clashed with Ambazonian Separatists from the Restoration Forces faction at the Separatist hideout in Kake II (Kumba 1, Meme, Sud-Ouest). 1 soldier was killed, and 1 Separatist was arrested.",B,Battles,State forces (Cameroon)
CAO4361,"On 11 February 2021, state forces (two gendarmes, two soldiers, and 4 police officers) tortured a civilian with a machete in Ndu town (Donga-Mantung, Nord-Ouest), as they were asking him to reveal the name of an Ambazonian separatist, but he claimed he did not know any. They shared the video of the torture on social media. The perpetrators were arrested after their video went viral.",V,Violence against civilians,State forces (Cameroon)
CAO11220,"On 8 November 2023, the military forces attacked Ambazonian Separatists from the Restoration Forces during an operation in Mfuni (Mamfe, Manyu, Sud-Ouest). The military forces shot and killed one, while several others sustained life-threatening injuries.",B,Battles,State forces (Cameroon)
CAO12645,"On 15 January 2022, Ambazonian separatists and the military engaged in an armed clash at Total gas station in Bamunka near Bamenda (Bamenda 1, Mezam, Nord-Ouest). Three civilians were killed in the crossfire.",B,Battles,State forces (Cameroon)
CAO12161,"On 31 August 2023, state security forces (coded as military) arrested 30 men from Campaign Street in Buea (Fako, Sud-Ouest) for unknown reasons.",S,Strategic developments,State forces (Cameroon)
CAO9183,"On 21 February 2023, the state forces, coded as the military forces shot and killed an Ambazonian Separatist at a petrol station in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest). The military forces arrested him at a checkpoint in Bamunka where he had extorted money from civilians.",B,Battles,State forces (Cameroon)
CAO8968,"On 17 August 2022, military forces, disguised as civilians on a bike, shot and killed two male Ambazonian separatists in Acha Tugui (Mbengwi, Momo, Nord-Ouest). The separatists were at their checkpoint set up to extort money from the local population.",B,Battles,State forces (Cameroon)
CAO3443,"On 6 July 2020, the military forces beat a commercial bike rider to death in the Below-Foncha checkpoint of Nkwen town (Bamenda - Nkwen, Mezam, Nord-Ouest), for failing to pay a 500 CFA road settlement.",V,Violence against civilians,State forces (Cameroon)
CAO11695,"Property destruction: On 8 July 2023, state security forces (coded as military) burned a motorcycle belonging to a chief recently installed by Ambazonian Separatists in Bache (Manyu, Sud-Ouest). The man was not present at the time.",S,Strategic developments,State forces (Cameroon)
CAO13570,"Around 15 June 2024 (as reported), the military forces from the Rapid Intervention repelled and clashed with the Boko Haram (JAS) (likely) militants in Kolofata (Kolofata, Mayo-Sava, Mayo-Sava). At least 2 militants were killed. The military forces recovered weapons. Another group of militants looted food items, clothing, household goods, mobile phones, and jewelry in Kolofata.",B,Battles,State forces (Cameroon)
CAO10030,"On 8 February 2023, military forces engaged Ambazonian Separatists in an armed clash at Ngongo (Mbonge, Meme, Sud-Ouest) and deterred the separatists from setting a vehicle ablaze for the second time that day [the burning of the first vehicle was coded separately]. Two separatists were killed in the clash.",B,Battles,State forces (Cameroon)
CAO11542,"On 30 May 2023, state forces, coded as military, shot and killed a civilian in Ekona Yard (Fako, Sud-Ouest) for unknown reasons.",V,Violence against civilians,State forces (Cameroon)
CAO11235,"On 10 December 2023, the military forces arrested approximately 35 civilians in Mundemba (Mundemba, Ndian, Sud-Ouest) and transported them to a detention facility under unclear circumstances.",S,Strategic developments,State forces (Cameroon)
CAO7255,"On 4 May 2023, the military forces (Rapid Intervention) ambushed Boko Haram (JAS) (likely) militants in the deserted village of Zize, coded to Kolofata (Kolofata, Mayo-Sava, Extreme-Nord). 1 militant was killed.",B,Battles,State forces (Cameroon)
CAO5523,"On 25 September 2021, the military forces opened fire on young men who were caught smoking marijuana in Kumba town, Ekondo Titi subdivision (Ndian, Sud-Ouest), killing 2 of them.",V,Violence against civilians,State forces (Cameroon)
CAO8495,"On 6 February 2024, the military forces (Rapid Intervention) and the gendarmerie fired warning shots in the air at the outpost in Fotokol (Fotokol, Logone-et-Chari, Extreme-Nord) to drive back suspected ISWAP or Boko Haram militants. There were no fatalities.",B,Battles,State forces (Cameroon)
CAO3893,"On 6 September 2020, the military forces raided Bopo village (Meme, Sud-Ouest), killing 10 people and injuring 3 others.",V,Violence against civilians,State forces (Cameroon)
CAO13559,"On 21 April 2024, security forces, coded as the military forces clashed with the Ambazonian Separatists in Benade (Menchum-Valley, Menchum, Nord-Ouest) during a military operation to identify a Separatist hideout. There were no fatalities. No information on the injuries.",B,Battles,State forces (Cameroon)
CAO12457,"On 25 July 2023, state security forces (coded as military) shot and killed a civilian in Bambui (Mezam, Nord-Ouest), for unknown reasons, then dumped his body on the road.",V,Violence against civilians,State forces (Cameroon)
CAO4049,"On 23 November 2020, the army's rapid intervention force repelled an attack of Boko Haram in Yegwa village (Mayo-Sava, Extreme-Nord). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO10410,"Property destruction: On 7 April 2023, State security forces, coded as the military forces, set fire to 3 civilian houses in Aboh, coded to Fundong (Njinikom, Boyo, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO6524,"Around 16 September 2022, Cameroonian military forces clashed with Ambazonian Separatists in Kossala near Kumba (Ekondo Titi, Ndian, Sud-Ouest) leading to unknow fatalities and injuries. Reinforcements from the Cameroonian military forces have been sent to Kossala.",B,Battles,State forces (Cameroon)
CAO11012,"On 4 February 2024, the military engaged in a firefight with Boko Haram (JAS) (likely) militants in Geldavi (Koza, Mayo-Tsanaga, Extreme-Nord) as militants robbed civilians of foodstuffs, livestock, valuables and four motorcycles. Casualties unknown.",B,Battles,State forces (Cameroon)
CAO2818,"On 9 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in the village of Awing, in Santa subdivision (Mezam, Nord-Ouest). They reportedly burnt houses and killed one civilian and two separatists. (Total of 3 fatalities).",B,Battles,State forces (Cameroon)
CAO9894,"On 4 December 2022, military forces shot and killed 3 Ambazonian Separatists in Ekombe Bonji (Meme, Sud-Ouest) whom have been in their custody for some weeks.",V,Violence against civilians,State forces (Cameroon)
CAO10838,"On 19 December 2023, the gendarmerie clashed with Ambazonian Separatists at an informal vehicle checkpoint in Baba I (Babessi, Ngo-Ketunjia, Nord-Ouest). No fatalities.",B,Battles,State forces (Cameroon)
CAO5779,"On 10 December 2021, the military forces engaged in fire fights with Ambazonian separatists in Mbengwi town (Momo, Nord-Ouest). The military forces arrested one farmer. Casualties unknown.",B,Battles,State forces (Cameroon)
CAO10055,"On 11 January 2023, the state security forces, coded as the military forces clashed with the suspected Ambazonian Separatists at the Separatist hideout in Essok, coded to Ediki (Kumba 3, Meme, Sud-Ouest). 2 Separatists were killed.",B,Battles,State forces (Cameroon)
CAO5023,"On 9 February 2021, the military forces engaged in fire fights with Ambazonian separatists in Baba I village, Babessi town, Balikumbat subdivision (Ngo-Ketunjia, Nord-Ouest), as they tried to remove a roadblock. 2 people were killed.",B,Battles,State forces (Cameroon)
CAO9051,"On 23 May 2022, military forces killed a man at the Finance Junction in Bamenda city (Bamenda 1, Mezam, Nord-Ouest). Locals in the early hours of the morning discovered the dead body dumped by the road.",V,Violence against civilians,State forces (Cameroon)
CAO10551,"On 15 September 2022, state security forces, coded as military, clashed with Ambazonian Separatists around Kosala and Fiango, coded to Fiango (Meme, Sud-Ouest). Casualties unknown.",B,Battles,State forces (Cameroon)
CAO10495,"Property destruction: On 17 March 2023, state security forces (coded as military) in Ibal (Bui, Nord-Ouest) fired several gun shots to scare and prevent any unforeseen Ambazonian Separatist attack which damaged the roofs of several civilian homes.",S,Strategic developments,State forces (Cameroon)
CAO15431,"On 29 August 2024, security forces, coded as the military forces, beat and injured a civilian by the roadside in Bwitingi, closest town Buea (Buea, Fako, Sud-Ouest) for an unknown reason, and later took him to a detention center.",V,Violence against civilians,State forces (Cameroon)
CAO3625,"Around 31 August 2020 (as reported), the Cameroonian customs seized 200 IEDs in Pakete town (Benoue, Nord).",S,Strategic developments,State forces (Cameroon)
CAO6136,"On 29 May 2022, Cameroon military forces attacked a local drinking parlor in Kumbo (Kumbo, Bui, Nord-Ouest) killing 5. One of the 5 died on his way to the hospital. The reason for the attack is unknown.",V,Violence against civilians,State forces (Cameroon)
CAO8950,"On 29 May 2022, the military forces ambushed and opened fire on 2 suspected Ambazonian Separatist fighters at an informal checkpoint in Mbve, coded to Kumbo (Kumbo, Bui, Nord-Ouest). A civilian on a bike was hit by a stay bullet and killed.",B,Battles,State forces (Cameroon)
CAO11978,"On 21 October 2023, state security forces (coded as military) arrested five Ambazonian Separatists and a civilian in Banga Bakundu (Meme, Sud-Ouest). The civilian was accused of collaborating with the Separatists and helped them identify hideouts which led to the arrests of the Separatists. There were no fatalities.",B,Battles,State forces (Cameroon)
CAO5200,"Around 27 May 2021 (week of), the military forces tortured an IT worker and extorted him of 300,000 XAF Francs in Bamenda town, Bamenda 1 subdivision (Mezam, Nord-Ouest).",V,Violence against civilians,State forces (Cameroon)
CAO12769,"On 12 January 2022, soldiers shot and killed two men who they took from a funeral in Mbonso (Mbven, Bui, Nord-Ouest). The victims' corpses were found abandoned at the Magba checkpoint along the road.",V,Violence against civilians,State forces (Cameroon)
CAO10147,"On 3 January 2023, state security forces (coded as military) captured and arrested 1 Ambazonian Separatist in Adiemukong, Bafut commune, coded to Bafut (Mezam, Nord-Ouest). Gunshots could be heard, no casualties. It is unclear if the gunshots were an armed confrontation between the two.",B,Battles,State forces (Cameroon)
CAO2867,"On 20 January 2020, the military forces attacked the village of Babessi, in Balikumbat subdivision (Ngo-ketunjia, Nord-Ouest), and set fire to several houses.",S,Strategic developments,State forces (Cameroon)
CAO3606,"On 17 August 2020, the police forces uncovered and defused an IED in the Ministry of Public Service and Administrative Reforms building in Yaounde city (Mfoundi, Centre). No fatality and/or casualty reported.",S,Strategic developments,State forces (Cameroon)
CAO10612,"On 10 May 2023, state security forces (coded as military) ambushed Ambazonian Separatists from the Restoration Forces in Bai Panya (Meme, Sud-Ouest), leading to an armed confrontation. Two soldiers and one Separatist were injured while two motorbikes belonging to the Separatists were destroyed by the military during the confrontation.",B,Battles,State forces (Cameroon)
CAO10810,"On 6 February 2024, the military fired several heavy machine guns on suspected Boko Haram (JAS) (likely) militants moving on motorcycles in Aissa Harde Dangave (Mora, Mayo-Sava, Extreme-Nord). A traditional chief and a girl were injured by stray bullets.",B,Battles,State forces (Cameroon)
CAO10533,"On 9 October 2022, state security forces, coded as military, clashed with Ambazonian Separatists in Acha Tugui (Momo, Nord-Ouest). 2 militants were killed.",B,Battles,State forces (Cameroon)
CAO8493,"On 6 February 2024, the military forces clashed with an unidentified armed group suspected of being Boko Haram (JAS) (likely) militants along the Nguetchewe - Gabas, coded to Nguetchewe (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). 4 militants were killed and 1 was arrested. The military forces recovered weapons.",B,Battles,State forces (Cameroon)
CAO10213,"On 23 January 2023, state security forces (coded as military) engaged in an armed confrontation with Ambazonian Separatists in Bamunka (Ngo-Ketunjia, Nord-Ouest). Casualties unknown.",B,Battles,State forces (Cameroon)
CAO6306,"Around 26 July 2022, the Cameroonian military conducted an airstrike ISWAP or Boko Haram near Hile Alifa (Hile-Alifa, Logone-et-Chari, Extreme-Nord). Fatalities unknown",E,Explosions/Remote violence,State forces (Cameroon)
CAO10720,"Property destruction: On 25 May 2023, state security forces, coded as military forces, set four civilian houses ablaze in Akossia (Mezam, Nord-Ouest) after the residents were accused of hiding separatists.",S,Strategic developments,State forces (Cameroon)
CAO14300,"On 8 August 2024, police forces shot and killed a commercial bike rider at Commercial Avenue in Bamenda (Bamenda 3, Mezam, Nord-Ouest). Another was injured. The victims had been part of a funeral procession. It is suspected that the victims were shot due to the police officer confusing their identities with Separatists.",V,Violence against civilians,State forces (Cameroon)
CAO12388,"On 3 September 2023, state security forces (coded as military) fired gunshots at Ambazonian Separatists from the ADF at their vehicular checkpoint along the Bamenda - Mamfe road in Nen (Momo, Nord-Ouest) who responded with shots. The security forces were responding to reports of the Separatists extorting money from drivers (5000 FCFA for women and 10000 FCFA for men). The security forces left and ",B,Battles,State forces (Cameroon)
CAO16081,"On 22 October 2024, military forces from the Rapid Intervention ambushed and clashed with the Ambazonian Separatists at a secondary road in Bamessing (Tubah, Mezam, Nord-Ouest). 4 Separatists were injured and 4 motorcycles recovered by the soldiers.",B,Battles,State forces (Cameroon)
CAO12125,"On 12 August 2023, state security forces (coded as military) shot and killed a former Ambazonian Separatists and dumped his body in Kombone (Meme, Sud-Ouest). The victim was arrested by the military on 10 August 2023 at Three Corners Ekombe.",V,Violence against civilians,State forces (Cameroon)
CAO3389,"On 16 June 2020, military forces reportedly dislodged a separatists camp in Bali town (Mezam, Nord-Ouest), killing 13 fighters and seizing weapons and ammunition.",B,Battles,State forces (Cameroon)
CAO10177,"On 15 January 2023, state security forces (coded as military), during a raid to dislodge Ambazonian Separatists in Pinyin (Mezam, Nord-Ouest), shot and killed one Separatist in the Metayen neighborhood. His corpse was dumped by the road.",B,Battles,State forces (Cameroon)
CAO12785,"On 29 January 2021, military forces arrested a civilian in Muyuka (Fako, Sud-Ouest). The arrest is suspected of being linked to Ambazonian separatists.",S,Strategic developments,State forces (Cameroon)
CAO15606,"On 19 September 2024, security forces, coded as the military forces, ambushed and clashed with the Ambazonian Separatists from the Restoration Forces faction at the Separatist hideout in Bafia (Muyuka, Fako, Sud-Ouest). 3 Separatists were killed. The military forces recovered a cache of weapons and ammunition.",B,Battles,State forces (Cameroon)
CAO8945,"On 25 July 2022, military forces ambushed Ambazonian separatists at their checkpoint and engaged them in an armed clash in Mbei (Santa, Mezam, Nord-Ouest). One separatist was killed.",B,Battles,State forces (Cameroon)
CAO3542,"On 3 August 2020, the military forces arrested 150 youths, mostly students, in Buea town (Fako, Sud-Ouest). They released them hours later.",S,Strategic developments,State forces (Cameroon)
CAO4666,"On 31 December 2020, the military forces engaged in fire fight with Ambazonian separatists in Bamunka village (Ngo-ketunjia, Nord-Ouest) following the abduction of the cook of the Subdivision Officer earlier in Bamali. No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO11507,"On 21 June 2023, Gendarmerie forces clashed with the Ambazonian Separatists from the Bui Unity Warriors faction at an illegal checkpoint in Wainamah (Jakiri, Bui, Nord-Ouest). There were no fatalities. 1 Separatist was injured and 3 motorbikes suspected to be owned by the fighters were set on fire.",B,Battles,State forces (Cameroon)
CAO5576,"Property destruction: On 13 October 2021, the military forces raided Noni village (Bui, Nord-Ouest). They burnt at least 4 houses down, and arrested 'scores' of villagers.",S,Strategic developments,State forces (Cameroon)
CAO9815,"On 4 October 2022, military forces clashed with Ambazonian Separatists in Mankwi (Bafut, Mezam, Nord-Ouest), during the process of dismantling a Separatists roadblock. One Separatist was shot and killed while two male civilians were injured by stray bullets.",B,Battles,State forces (Cameroon)
CAO7073,"On 23 February 2023, gendarmerie officers beat a journalist for Canal 2 television and his cameraman in Yaounde (Yaounde 1, Mfoundi, Centre) as they were covering the hearing of suspects arrested in the murder of journalist Martinez Zogo. The journalist and the cameraman were briefly arrested and held at the Military Court.",V,Violence against civilians,State forces (Cameroon)
CAO12471,"On 24 July 2023, state security forces (coded as military) shot and killed an Ambazonian Separatists in Bamessing (Mezam, Nord-Ouest). His corpse was displayed at the total petrol station in Ndop.",B,Battles,State forces (Cameroon)
CAO10323,"On 26 April 2023, State security forces, coded as military forces, on patrol, beat travelling civilians in Bamessing (Tubah, Mezam, Nord-Ouest) accusing the civilians of concealing information on the whereabouts of Separatists. There were no fatalities or injuries.",V,Violence against civilians,State forces (Cameroon)
CAO12405,"On 1 September 2023, state security forces (coded as military) ambushed and captured six Ambazonian Separatists from the Restoration Forces in Lobange (Meme, Sud-Ouest). The soldiers also seized their weapons. Casualties unknown.",B,Battles,State forces (Cameroon)
CAO12160,"On 31 August 2023, state security forces (coded as military) shot an Ambazonian Separatist after knocking down a motorcycle with him and another Separatist along the Kumba - Ekondo Titi road, coded to Ekondo Titi (Ndian, Sud-Ouest). The injured Separatist was arrested while the other escaped. They also seized the motorcycle.",B,Battles,State forces (Cameroon)
CAO10968,"Property destruction: On 1 December 2023, the military forces arrested the wife of the village's traditional council chairman in Dikome Balue (Dikome Balue, Ndian, Sud-Ouest). Additionally, they set ablaze all household's belongings, accusing the village traditional chairman of refusing to attend a meeting called by the state authorities.",S,Strategic developments,State forces (Cameroon)
CAO5225,"Looting: On 9 May 2021, miliitary forces stormed civilian houses in the village of Bafia (Fako, Sud-Ouest). They broke into houses and looted the property of civilians.",S,Strategic developments,State forces (Cameroon)
CAO3447,"On 6 July 2020, the security forces (assumed Police Forces) arrested around 50 youths including a local mechanic in Buea town (Fako, Sud-Ouest). The mechanic was accused of forging guns for a separatist commander.",S,Strategic developments,State forces (Cameroon)
CAO12335,"On 11 September 2023, state security forces (coded as military) fired at Ambazonian Separatists on a motorcycle in Bali (Mezam, Nord-Ouest), killing two and severely injuring one, who escaped. The soldiers seized the rifles of the deceased Separatists.",B,Battles,State forces (Cameroon)
CAO13819,"On 24 April 2024, state security forces, coded as the military forces from the Rapid Intervention, beat and arrested 2 family members of a suspected Ambazonian Separatist commander known as 'J Boy' in Kurowan, coded to Korube (Batibo, Momo, Nord-Ouest). The soldiers had targeted the commander, who was not home during their military operation.",V,Violence against civilians,State forces (Cameroon)
CAO11521,"On 29 June 2023, Gendarmerie forces on patrol beat an elderly civilian in Waazoh, coded to Wum (Wum,Menchum,Nord-Ouest). No information on the injuries.",V,Violence against civilians,State forces (Cameroon)
CAO5049,"On 16 February 2021, the military forces engaged in fire fights with Ambazonian separatists in several localities of Nkwen village, Bamenda 2 subdivision (Bamenda - Nkwen, Mezam, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO14464,"On 13 May 2024, the military forces ambushed and clashed with Ambazonian Separatists in their hideout in the vicinity of Ndian Estate (Mundemba, Ndian, Sud-Ouest). 5 militants and 2 male civilians were killed. Total 7 fatalities.",B,Battles,State forces (Cameroon)
CAO8053,"On 31 October 2023, the military forces fired warning shots at suspected Boko Haram (JAS) (likely) militants who were seen carrying torches in Geldavi (Koza, Mayo-Tsanaga, Extreme-Nord). No fatalities were reported.",B,Battles,State forces (Cameroon)
CAO13590,"Defusal: On 19 April 2024, gendarmerie forces recovered an IED planted by an Ambazonian Separatist at the Market in Great Soppo (Buea, Fako, Sud-Ouest). The were no fatalities. The Separatist had attempted to detonate the IED on a minister's convoy but nearby civilians alerted the gendarmerie forces and he was arrested.",S,Strategic developments,State forces (Cameroon)
CAO6380,"Around 9 August 2022, the Cameroonian military forces beat up two youths in Below Foncha neighborhood in Bamenda (Bamenda 1, Mezam, Nord-Ouest) accusing them of being scammers.",V,Violence against civilians,State forces (Cameroon)
CAO9951,"On 24 April 2021, state forces, coded as military, tortured and injured a civilian at Mile 90 in Bamenda (Mezam, Nord-Ouest). He was beat after another civilian escaped the security forces, which asked them for their identification documents.",V,Violence against civilians,State forces (Cameroon)
CAO14596,"Defusal: On 24 June 2024, the security forces, coded as the military forces, recovered and defused an IED planted by Ambazonian Separatists along a secondary road on Cow Street Entrance in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO2871,"On 21 January 2020, the military forces attacked an Ambazonian separatists' camp in Kossala village, Kumba subdivision (Ndian, Sud-Ouest) [coded: Kumba], killing two Ambazonian separatists. The military also rescued 23 children hostages.",B,Battles,State forces (Cameroon)
CAO12718,"On 13 June 2021, military forces and Ambazonian separatists engaged in an armed clash in Kombone Mission, Kumba 1 subdivision (Meme, Sud-Ouest). There were no reported fatalities.",B,Battles,State forces (Cameroon)
CAO15432,"On 26 August 2024, security forces, coded as the military forces shot and killed 2 traveling civilians on motorbikes in Mamu (Buea, Fako, Sud-Ouest). The military forces accused the victims of being Ambazonian Separatists.",V,Violence against civilians,State forces (Cameroon)
CAO10435,"On 2 April 2023, state security forces (coded as military) shot and killed a male civilian in Bakem, Eyumodjock commune, coded to Eyumojock (Manyu, Sud-Ouest). The civilian was suspected to be an Ambazonian Separatist as he attempted to flee when he saw the military.",V,Violence against civilians,State forces (Cameroon)
CAO2848,"Around 15 January 2020 (week of), the military forces attacked the village of Kimbi, in Bum subdivision (Boyo, Nord-Ouest). They killed 1 person and burnt 24 houses. 1 fatality",V,Violence against civilians,State forces (Cameroon)
CAO3886,"On 17 August 2020, the military forces engaged in a fire fight with Ambazonian separatists in Makanga village, Muyuka subdivision (Fako, Sud-Ouest). 1 person was killed, and another arrested.",B,Battles,State forces (Cameroon)
CAO12077,"On 25 August 2023, state security forces, coded as the military forces ambushed, shot and killed an Ambazonian Separatist and a civilian as they attempted to escape from an illegal drug consumption spot in Lobange (Konye, Meme, Sud-Ouest). They also arrested 1 Separatist and 2 civilians.",B,Battles,State forces (Cameroon)
CAO4943,"On 13 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Bafut town, Bamenda 2 subdivision (Mezam, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,State forces (Cameroon)
CAO7875,"Around 16 May 2021, the military forces clashed with the Ambazonian Separatist fighters in Sob, coded to Jakiri (Jakiri, Bui, Nord-Ouest). 1 soldier was killed. The clashes were part of a military operation 'Kumbo Clean' to eliminate Ambazonian Separatist fighters.",B,Battles,State forces (Cameroon)
CAO9209,"On 25 February 2023, State security forces, coded as military forces shot and killed 1 civilian by the roadside in Sop (Jakiri, Bui, Nord-Ouest) for an unknown reason.",V,Violence against civilians,State forces (Cameroon)
CAO13609,"Property destruction: On 11 April 2024, state security forces, coded as the military forces from the Rapid Intervention set 4 civilian houses on fire during an operation to dislodged Ambazonian Separatists hideout in Ber (Touboro, Mayo-Rey, Nord).",S,Strategic developments,State forces (Cameroon)
CAO12293,"On 17 September 2023, Gendarmerie forces, shot and killed an Ambazonian Separatist on the road in Bambui (Tubah, Mezam, Nord-Ouest). The Separatist had been attacked by a resident mob for extorting money from civilians before he was handed over to the Gendarmerie forces.",B,Battles,State forces (Cameroon)
CAO2898,"On 27 January 2020, military forces engaged in a fire fight with the Ambazonian separatists in Bangem town (Kupe-Manenguba, Sud-Ouest). Two people were reportedly killed.",B,Battles,State forces (Cameroon)
CAO6268,"On 6 July 2022, Cameroonian military forces killed 1 businessman at Meshasha quarter in Babessi (Babessi, Ngo-Ketunjia, Nord-Ouest). The reason for his death is unknown.",V,Violence against civilians,State forces (Cameroon)
CAO10200,"On 21 January 2023, state security forces (coded as military) physically assaulted an unknown number of civilian men who refused to help them locate the Separatists in Ogomoko (Manyu, Sud-Ouest).The forces were searching for an Ambazonian Separatist who had escaped from the state security forces unit in Nguti. They also stormed homes in Afap (coded separately). As a result, many civilian males fle",V,Violence against civilians,State forces (Cameroon)
CAO15186,"On 15 September 2024, the military forces clashed with suspected Ambazonian Separatists in Lobe Estate (Ekondo Titi, Ndian, Sud-Ouest). 2 Separatists were killed.",B,Battles,State forces (Cameroon)
CAO10130,"On 20 December 2022, state security forces (coded as military) ambushed Ambazonian Separatists with SOCADEF in their hideout in Nguti (Kupe-Manenguba, Sud-Ouest) which prompted an exchange of fire. One Separatist was killed during the attack.",B,Battles,State forces (Cameroon)
CAO2868,"On 20 January 2020, the military forces attacked the village of Bali-Nyonga, in Bali subdivision (Bamboutos, Ouest). They killed two people including one child, and set fire to several houses.",V,Violence against civilians,State forces (Cameroon)
CAO14658,"Around 27 August 2024 (as reported), the military forces tortured and injured a social media activist at a security cell of the military court in Yaounde (Yaounde 1, Mfoundi, Centre). Human Rights group found him partially paralyzed with severe visual impairments. The activist had been arrested at the border between Gabon and Cameroon in Kye-Ossi (coded as a separate event).",V,Violence against civilians,State forces (Cameroon)
CAO14468,"On 12 May 2024, a soldier shot and killed three people in Limbe (Limbe 1, Fako, Sud-Ouest) under unclear circumstances.",V,Violence against civilians,State forces (Cameroon)
CAO3255,"On 9 May 2020, a gendarme shot and killed a taxi bike driver in Bafoussam town (Mifi, Ouest) after a dispute.",V,Violence against civilians,State forces (Cameroon)
CAO11252,"On 5 December 2023, military forces arrested about 45 civilians from their private residences in Ndoi Bakundu (Konye, Meme, Sud-Ouest).",S,Strategic developments,State forces (Cameroon)
CAO9513,"On 9 November 2022, the military forces fired shots at a petrol station in Bali (Bali, Mezam, Nord-Ouest) to prevent an attack from suspected Ambazonian Separatists. There were no fatalities, 1 civilian was injured from a stray bullet.",V,Violence against civilians,State forces (Cameroon)
CAO6349,"Defusal: On 2 August 2022, the Cameroonian military forces diffused an improvised explosive device (IED) planted by suspected Ambazonia separatists in Kumba (Ekondo Titi, Ndian, Sud-Ouest)",S,Strategic developments,State forces (Cameroon)
CAO10508,"On 14 March 2023, the state security forces, coded as military, shot and killed 3 Ambazonian Separatists at the Ndekwai - Ntenako road axis, coded to Ntenaku (Mamfe, Manyu, Sud-Ouest).",B,Battles,State forces (Cameroon)
CAO10656,"On 18 May 2023, State security forces, coded as the military forces carried out a massive arrest of some 103 civilians in Tombel (Tombel, Kupe-Manenguba, Sud-Ouest) after armed clashes with the Ambazonian Separatists in the area.",S,Strategic developments,State forces (Cameroon)
CAO13962,"On 18 July 2024, the military forces clashed and repelled an attack from Boko Haram (JAS) (likely) militants in Ldengldeng (Mokolo, Mayo-Tsanaga, Extreme-Nord). The militants ransacked several houses and looted during the incursion and destroyed farm fields in their retreat. Casualities unknown.",B,Battles,State forces (Cameroon)
CAO4285,"Defusal: On 19 January 2021, the military forces discovered an IED along the road in Mbengwi village (Momo, Nord-Ouest), planted by suspected Ambazonian separatists.",S,Strategic developments,State forces (Cameroon)
CAO6842,"On 14 December 2022, the Cameroonian military forces clashed with suspected Boko Haram (JAS) (likely) fighters in Ganse (Kolofata, Mayo-Sava, Extreme-Nord) leading to the death of 4 fighters. Their corpses were found by a civilian who alerted the Cameroonian military forces (Rapid Intervention).",B,Battles,State forces (Cameroon)
